,sku_ID,type,brand_ID,attribute1,attribute2,activate_date,deactivate_date
59,7f947c0055,1.0,a2ff0f7b48,3.0,100.0,,
60,67d185f070,1.0,6bbe185453,3.0,60.0,,
61,ee15c805d4,2.0,3daeabd2ce,2.0,50.0,,
62,2c3d862d7e,2.0,5a0b271e15,2.0,80.0,,
63,203c219404,2.0,b695a1c8f8,2.0,-,,
64,4d595be909,2.0,3daeabd2ce,3.0,-,,
65,470804d357,2.0,7f65198ef6,-,100.0,,
66,45dd977777,2.0,4f65703579,3.0,100.0,,
67,e64dd9b42a,2.0,4f65703579,3.0,100.0,,
68,a333429627,2.0,8a5ee0390f,3.0,100.0,,
69,18a33e770c,2.0,646c527928,2.0,60.0,,
70,e98fe6244e,2.0,756e32fa16,2.0,60.0,,
71,9621f3cd55,2.0,287a410427,3.0,60.0,,
72,6f44f9cd42,2.0,8b40ec9ab7,2.0,70.0,,
73,5e95a05a87,2.0,4e2b1b5af7,3.0,60.0,,
74,70e28110e7,2.0,4e2b1b5af7,3.0,60.0,,
75,8c9c208f49,2.0,4e2b1b5af7,3.0,60.0,,
76,bd8b000b8a,2.0,4e2b1b5af7,3.0,60.0,,
77,8238178e7f,2.0,365676fd7f,3.0,60.0,,
78,dcbc3445fa,2.0,6ed6d71d27,-,-,,
79,6cb24edcc6,2.0,5b693228ba,3.0,100.0,,
80,f3bb56c1e8,2.0,cf0544f945,-,-,,
81,481dac0e58,2.0,fa3cba8b51,1.0,-,,
82,c06b66be68,1.0,a9d8fd0a21,2.0,40.0,,
83,a6fd4d9313,1.0,d3b11464d2,4.0,100.0,,
84,c5824e959b,2.0,3daeabd2ce,2.0,-,,
85,23f4481e8b,2.0,7f69d11882,2.0,-,,
86,1522e5a003,2.0,003938d449,-,-,,
87,3786a631f5,2.0,bd97f9a5fa,3.0,100.0,,
88,18a5b7b206,2.0,4c059d6deb,-,-,,
89,9b2a3314fc,2.0,51e782ac43,1.0,60.0,,
90,a979253dd7,2.0,787ea7298f,-,-,,
91,9b023f19ab,2.0,7cc01be867,3.0,60.0,,
92,e7e7c5626d,2.0,7cc01be867,3.0,60.0,,
93,222b4e78e3,2.0,c299783015,2.0,60.0,,
94,86935f4f3d,2.0,8b40ec9ab7,3.0,60.0,,
95,4f5dd08dce,2.0,99d828adad,4.0,100.0,,
96,ac20ae6572,2.0,76a692eab7,3.0,60.0,,
97,27a82eccd3,2.0,4f65703579,3.0,100.0,,
98,6d651b8f31,2.0,77265a3888,4.0,100.0,,
99,1f73dca9b5,1.0,94b4cdec6a,-,-,,
100,8dc4a01dec,1.0,43999af013,3.0,100.0,,
101,3bed0f0515,2.0,a9b82ad1cb,-,-,,
102,c2343daf70,2.0,7fcb433bba,2.0,100.0,,
103,46c288b53e,2.0,7fcb433bba,2.0,100.0,,
104,bc6a0ab108,2.0,da7e2a3789,-,-,,
105,4d3607e26d,2.0,0b0f75e8d5,4.0,100.0,,
106,96ce2e2fe1,2.0,0b0f75e8d5,4.0,100.0,,
107,cd070ffa73,2.0,0b0f75e8d5,4.0,100.0,,
108,b1c9cd38ea,2.0,0b0f75e8d5,4.0,-,,
109,3c9fb3beab,2.0,dc7e4ae5fc,4.0,-,,
110,81811aa7e2,2.0,dc7e4ae5fc,4.0,-,,
111,a7f79d01c8,2.0,603dc9ab6b,4.0,100.0,,
112,474ff7483e,2.0,8e27802634,3.0,100.0,,
113,14e1926805,2.0,4efb032b5a,3.0,60.0,,
114,af0b2278bb,2.0,4efb032b5a,2.0,40.0,,
115,fcec6498d5,2.0,4efb032b5a,2.0,70.0,,
116,2fc6bfa71e,2.0,adbd559b78,3.0,-,,
117,539f02a522,2.0,adbd559b78,3.0,-,,
118,457091695d,2.0,adbd559b78,3.0,-,,
119,f7a9522dca,2.0,adbd559b78,3.0,-,,
120,afcc5a131d,2.0,adbd559b78,3.0,-,,
121,fb7bb68f36,2.0,b8942de7b2,-,-,,
122,93f9bac4b8,1.0,906d0caa60,2.0,60.0,,
123,b378989140,1.0,198cec62a1,3.0,100.0,,
124,aa71ad878e,1.0,ac15b9f6e6,2.0,60.0,,
125,daaf703c92,1.0,7aac002ed6,2.0,-,,
126,ec382ecc36,2.0,bd97f9a5fa,-,-,,
127,8c1815f931,2.0,bd97f9a5fa,-,-,,
128,80047aad87,2.0,809c74623f,-,-,,
129,b43487e022,2.0,0b0f75e8d5,2.0,100.0,,
130,bac13a2905,2.0,0b0f75e8d5,2.0,100.0,,
131,d3234cd15d,2.0,bf509a941c,3.0,60.0,,
132,208b9d8dd5,2.0,3de581150e,4.0,60.0,,
133,8cdc9fd447,2.0,34454ae0f5,2.0,60.0,,
134,507affe7bb,2.0,34454ae0f5,2.0,60.0,,
135,951c3e6733,2.0,503444c58d,2.0,60.0,,
136,c17a9c7a5d,2.0,9bf908d10c,1.0,60.0,,
137,4929a3a7ac,2.0,a9ac9ce216,-,-,,2018-03-23
138,cfbf0361b1,2.0,a9ac9ce216,-,-,,2018-03-23
139,507060c900,2.0,a9ac9ce216,-,-,,2018-03-23
140,15d1403828,2.0,a9ac9ce216,-,-,,2018-03-23
141,27fda1b239,2.0,b1f17ebc16,-,-,,
142,7adc8a1887,2.0,5008f1aa58,-,-,,
143,3560da0a17,2.0,320d36f2ff,-,-,,
144,787631c211,2.0,e500aaa647,-,-,,
145,7f53769d3f,1.0,0b0f75e8d5,4.0,100.0,,
146,30c2076c47,2.0,28d2263e90,3.0,60.0,,
147,e380629463,2.0,c91839d3f3,3.0,-,,
148,a1757a010a,2.0,c805ffc5dc,4.0,60.0,,
149,9cf49fef9d,2.0,3af7d8ccaf,4.0,100.0,,
150,4d0ccffb72,2.0,3af7d8ccaf,4.0,100.0,,
151,7b5dd619e1,2.0,3430af0982,3.0,100.0,,
152,8c7dfa0d1a,2.0,756e32fa16,2.0,60.0,,
153,eab3b33779,2.0,198cec62a1,1.0,60.0,,
154,1f056f33ec,2.0,198cec62a1,1.0,60.0,,
155,84a04ce436,2.0,74d632e731,3.0,60.0,,
156,6afa4d99bc,2.0,03c4806282,3.0,-,,
157,9846e9eed5,2.0,f0cfca1c14,3.0,100.0,,
158,d50e45226f,2.0,5a0b271e15,2.0,80.0,,
159,8ab7dd6870,2.0,bd97f9a5fa,4.0,100.0,,
160,d775432144,2.0,bd97f9a5fa,4.0,100.0,,
161,5687f013bc,2.0,bd97f9a5fa,4.0,100.0,,
162,7a8d2edc4f,2.0,bd97f9a5fa,4.0,100.0,,
163,a8c98c0261,2.0,bd97f9a5fa,4.0,100.0,,
164,402802f408,2.0,bd97f9a5fa,4.0,100.0,,
165,ec2c78d353,2.0,bd97f9a5fa,4.0,100.0,,
166,c3224ca73a,2.0,bd97f9a5fa,4.0,100.0,,
167,3810227ddc,2.0,bd97f9a5fa,4.0,100.0,,
168,d6b075e290,2.0,43a5cd3f69,4.0,100.0,,
169,c9563dd360,2.0,43a5cd3f69,4.0,100.0,,
170,fb814e5763,2.0,3ee5b84e96,-,-,,
171,474f6c35bc,2.0,3ee5b84e96,-,-,,
172,7edd78ddb7,2.0,8874be6ca3,1.0,-,,
173,21c4955c54,2.0,8a5ee0390f,1.0,60.0,,
174,d7ce14a520,2.0,8a5ee0390f,1.0,60.0,,
175,bcada1b193,2.0,8a5ee0390f,1.0,60.0,,
176,6d9363335f,2.0,6c1f0f58a6,-,-,,
177,fe64a30188,2.0,bf509a941c,3.0,60.0,,
178,61bed04ed8,2.0,d5e91ce852,-,-,,
179,52286c82c6,2.0,360ffd3477,-,-,,
180,e237f26793,1.0,3e342224f0,4.0,100.0,,
181,b3ef67b9ad,1.0,7cc01be867,2.0,30.0,,
182,bd44668946,2.0,f8259faec9,1.0,-,,
183,f8892ed05e,2.0,8a5ee0390f,3.0,100.0,,
184,27daacbb10,2.0,8d3560a6a9,3.0,100.0,,
185,018a6a0fdc,2.0,7cc01be867,3.0,60.0,,
186,83cfd909c1,2.0,e6bdf4c36f,-,60.0,,
187,02e1923610,2.0,8b40ec9ab7,3.0,60.0,,
188,d7a0e0a9a4,2.0,6aa61f3af0,-,100.0,,
189,6c27bec2b3,2.0,42e6445fca,3.0,100.0,,
190,51dac7e18e,1.0,d3b11464d2,3.0,100.0,,
191,b8c182c74f,1.0,7cc01be867,3.0,-,,
192,1145ef44d2,2.0,7fcb433bba,3.0,100.0,,
193,054d5ac433,2.0,6bebec4992,-,-,,
194,03c4e04481,2.0,756e32fa16,3.0,60.0,,
195,eda354b1e9,2.0,3e586044ae,3.0,60.0,,
196,d3353cf2ea,2.0,e31902ce03,4.0,100.0,,
197,de1ac0716a,2.0,9b460752ca,4.0,100.0,,
198,834c5d58b8,2.0,3e342224f0,-,-,,
199,d706c111b7,2.0,3e342224f0,-,-,,
200,437a9b7df6,2.0,3e342224f0,-,-,,
201,7069cfff6d,2.0,3e342224f0,-,-,,
202,1e3b9f2ade,2.0,552d09b59c,-,-,,
203,112de8fe8b,2.0,32f4ce6bbf,3.0,60.0,,
204,3417b90898,2.0,4efb032b5a,3.0,60.0,,
205,cc53f9a1ba,2.0,f864d88130,3.0,100.0,,
206,c3cfd64809,2.0,5934e3362b,3.0,60.0,,
207,6389106d87,2.0,b915d3e1d3,2.0,60.0,,
208,e270176fde,2.0,7cc01be867,2.0,60.0,,
209,3ce8749fee,1.0,906d0caa60,3.0,60.0,,
210,fc728c8ac1,1.0,4efb032b5a,3.0,60.0,,
211,32c0b31fb8,1.0,75411efd6b,2.0,70.0,,
212,427bea8ec7,1.0,204dbedf50,3.0,100.0,,
213,dee37e3054,1.0,d3b11464d2,4.0,100.0,,
214,4f35aa78f7,2.0,28d2263e90,-,-,,
215,90cf164371,2.0,4f65703579,4.0,100.0,,
216,6289273463,2.0,4f65703579,4.0,100.0,,
217,67888f4ceb,2.0,a9d8fd0a21,2.0,60.0,,
218,900d3d9e44,2.0,603dc9ab6b,-,-,,
219,fa4775956d,2.0,df515ac979,-,60.0,,
220,b4841fb3f7,2.0,906d0caa60,2.0,60.0,,
221,06eabc0544,2.0,d2124b2bae,3.0,60.0,,
222,58f283581d,2.0,4efb032b5a,2.0,70.0,,
223,c562a73a30,2.0,4efb032b5a,3.0,60.0,,
224,9618e01f6f,2.0,3daeabd2ce,2.0,30.0,,
225,94597efee6,2.0,74d632e731,1.0,60.0,,
226,32dd3b0b1c,2.0,74d632e731,1.0,60.0,,
227,f52ec33325,1.0,d3b11464d2,3.0,100.0,,
228,d9f70a0db7,1.0,74d632e731,3.0,90.0,,
229,90a8e42962,2.0,542855a7fa,3.0,-,,
230,3c05511814,2.0,198cec62a1,3.0,100.0,,
231,d2c812ac29,2.0,092e5dceb4,3.0,100.0,,
232,b810357431,2.0,fd68e214e8,3.0,100.0,,
233,4d3a0312f8,2.0,0def762aeb,-,-,,
234,3167e4720c,2.0,0def762aeb,-,-,,
235,78641eeff0,2.0,0def762aeb,-,-,,
236,3bcadbb8b9,2.0,706fc3ba64,1.0,-,,
237,c0b67f4ad9,2.0,139b1078ce,-,-,,
238,1810ebf3eb,2.0,139b1078ce,-,-,,
239,6c89d04428,2.0,898df743db,2.0,50.0,,
240,e5499d5feb,2.0,7fcb433bba,3.0,100.0,,
241,eb5163cc23,2.0,d23024e960,-,-,,
242,d02a303bec,2.0,5934e3362b,2.0,-,,
243,b381b253e3,2.0,8a5ee0390f,3.0,60.0,,
244,c6ba1f40dc,2.0,1eb4bbd6d1,-,-,,
245,18fb8c4ef4,2.0,798bacedb3,3.0,60.0,,
246,f9ae1c813e,2.0,e500aaa647,-,-,,
247,71edd33986,2.0,e500aaa647,-,-,,
248,17d39c83cc,1.0,d3b11464d2,3.0,50.0,,
249,fa0a1859ef,1.0,9b84d6b825,4.0,80.0,,
250,6ccc560353,2.0,b7e5c0f937,3.0,60.0,,
251,991e785c9d,2.0,b7e5c0f937,3.0,60.0,,
252,8b3b10649c,2.0,b7e5c0f937,3.0,60.0,,
253,0a031ad321,2.0,b7e5c0f937,3.0,60.0,,
254,20b54a81c7,2.0,198cec62a1,4.0,100.0,,
255,c23b6ff4cf,2.0,a9d8fd0a21,-,-,,
256,9654a7373a,2.0,95edb60932,4.0,100.0,,
257,926637b1c6,2.0,4f025f6325,4.0,100.0,,
258,669a881785,2.0,1eb4bbd6d1,-,-,,
259,0f7b3dcce1,2.0,4efb032b5a,2.0,60.0,,
260,243f72c34e,2.0,4efb032b5a,2.0,70.0,,
261,c376fb73c4,2.0,3daeabd2ce,2.0,-,,
262,3894ac444b,2.0,3daeabd2ce,2.0,-,,
263,fb66dc094c,2.0,906d0caa60,2.0,60.0,,
264,47b8b36b08,2.0,43999af013,-,-,,
265,575c6555d0,2.0,3ea4c81656,3.0,80.0,,
266,7689303021,2.0,6c125216aa,-,-,,
267,d9ea3d031b,2.0,235542bb7b,3.0,60.0,,
268,a0e49f9966,1.0,7cc01be867,-,-,,
269,d172ab3a96,2.0,db069eacf6,2.0,40.0,,
270,779012f4d5,2.0,7b14bfb76a,-,-,,
271,1b8492ba2e,2.0,e0c4997859,-,-,,
272,c05807f4fe,2.0,e0c4997859,-,-,,
273,827581dddd,2.0,7bafa97f13,4.0,100.0,,
274,654aef4585,2.0,3ee5b84e96,2.0,60.0,,
275,3c0e1b743c,2.0,8a5ee0390f,4.0,100.0,,
276,8bbd87b411,2.0,8a5ee0390f,4.0,100.0,,
277,a299cd7dee,2.0,1ebd361a5b,3.0,100.0,,
278,b85cab3552,2.0,139b1078ce,3.0,60.0,,
279,21a41223b1,2.0,6ed6d71d27,2.0,50.0,,
280,b980b02c98,2.0,bce79eb8bf,3.0,60.0,,
281,6e4cd898ee,2.0,7cc01be867,3.0,60.0,,
282,1c2a54c775,2.0,7cc01be867,3.0,-,,
283,97277d10ce,2.0,7cc01be867,3.0,60.0,,
284,fa40f19dad,2.0,7cc01be867,3.0,60.0,,
285,a19635f941,2.0,7cc01be867,3.0,60.0,,
286,1a01aa5ef4,2.0,68f885207a,-,-,,
287,b8c3d1f2e3,2.0,b7e5c0f937,2.0,50.0,,
288,25294a5255,2.0,da6aff76f9,3.0,60.0,,
289,8e336b39d2,2.0,b7e5c0f937,3.0,60.0,,
290,ac0cd64708,1.0,9b0d3a5fc6,3.0,80.0,,
291,2e69af1fdf,1.0,3e342224f0,4.0,100.0,,
292,10d369ef96,2.0,f0cfca1c14,3.0,70.0,,
293,b1c286b285,2.0,94b4cdec6a,3.0,100.0,,
294,a3c35a512d,2.0,42e6445fca,-,100.0,,
295,443346ceab,2.0,25bc27f744,3.0,-,,
296,b7499ab5a8,2.0,25bc27f744,3.0,-,,
297,1cf54e7e53,2.0,25bc27f744,3.0,-,,
298,943d58246a,2.0,4240d14733,-,-,,
299,d6bb8c757f,2.0,0b0f75e8d5,4.0,100.0,,
300,eab991b99f,2.0,7bafa97f13,3.0,100.0,,
301,deb394a3de,2.0,7bafa97f13,3.0,100.0,,
302,2570eac124,2.0,7bafa97f13,3.0,100.0,,
303,3b04e707d0,2.0,242a3c3a42,3.0,100.0,,
304,e31c925bb7,2.0,556646a4ed,4.0,100.0,,
305,002cf934b4,2.0,556646a4ed,4.0,100.0,,
306,5cfefac893,2.0,556646a4ed,4.0,100.0,,
307,b09d095c23,2.0,4f65703579,3.0,100.0,,
308,f1c3ca5f3d,2.0,4efb032b5a,-,-,,
309,6d7b6289e5,2.0,bd97f9a5fa,3.0,100.0,,
310,788fbe4338,2.0,aa8f883d7f,-,-,,
311,5fd53c6e40,2.0,3daeabd2ce,-,-,,
312,f76d53e0a1,2.0,3daeabd2ce,-,-,,
313,0074397ac8,2.0,3e342224f0,3.0,-,,
314,e608fbf16e,2.0,b7e5c0f937,3.0,60.0,,
315,d829f03a28,1.0,9b0d3a5fc6,3.0,60.0,,
316,a5a1311679,2.0,bd97f9a5fa,4.0,100.0,,
317,62a9cc7694,2.0,bd97f9a5fa,4.0,100.0,,
318,b7b4467d86,2.0,bd97f9a5fa,4.0,100.0,,
319,117f1cb1da,2.0,bd97f9a5fa,4.0,100.0,,
320,85ce8a4434,2.0,24682b3358,-,-,,
321,a4ec578f6d,2.0,43999af013,4.0,100.0,,
322,7cc3c11ff0,2.0,df5355512e,3.0,100.0,,
323,1a9053d062,2.0,df5355512e,3.0,100.0,,
324,bb5419c49b,2.0,5dd406aacc,2.0,60.0,,
325,1b9c507aaf,2.0,7cc01be867,3.0,60.0,,
326,345f0bb404,2.0,d31ffa2f4d,-,60.0,,
327,8619100cfb,2.0,d31ffa2f4d,-,60.0,,
328,7cf01020ea,2.0,d31ffa2f4d,-,60.0,,
329,0795bad0f3,2.0,3daeabd2ce,3.0,60.0,,
330,0d3d452cdb,2.0,64c600d7c7,3.0,60.0,,
331,3bfffa1cfa,2.0,4f65703579,4.0,100.0,,
332,6f98c91520,2.0,7fcb433bba,3.0,100.0,,2018-03-23
333,515681ff8f,2.0,235542bb7b,3.0,60.0,,
334,b6205360bb,2.0,235542bb7b,3.0,60.0,,
335,8ff9dfa7fb,2.0,5ab8ea8556,3.0,60.0,,
336,39a5b266d0,2.0,4f4f971297,2.0,100.0,,
337,f255daf3ab,1.0,4efb032b5a,2.0,70.0,,
338,d7b669cfe3,1.0,4f65703579,3.0,100.0,,
339,28c5fcae5e,1.0,6c61f385fb,4.0,100.0,,
340,aa0fcf0fb6,1.0,a3f8885e47,2.0,-,,
341,80b50a65c4,1.0,d3b11464d2,4.0,100.0,,
342,57399f9289,2.0,7b14bfb76a,2.0,60.0,,
343,4f5beb721c,2.0,94b4cdec6a,3.0,100.0,,
344,fe582f10c6,2.0,092e5dceb4,3.0,60.0,,
345,7ff521a7d4,2.0,603dc9ab6b,4.0,100.0,,
346,438fb992bd,2.0,603dc9ab6b,4.0,100.0,,
347,8bfdd5b35e,2.0,0b0f75e8d5,4.0,100.0,,
348,15bb848d24,2.0,8a5ee0390f,4.0,100.0,,
349,0cb72174b6,2.0,ddb787aeb9,3.0,60.0,,
350,b6ea214db9,2.0,bf509a941c,3.0,60.0,,
351,79748d5eb1,2.0,d5e91ce852,2.0,70.0,,
352,9592a8237e,2.0,af7d22fb55,2.0,-,,
353,92f52dc357,2.0,5934e3362b,3.0,50.0,,
354,d6db933323,2.0,55c3c88239,2.0,50.0,,
355,904f4bd4c4,1.0,0b0f75e8d5,3.0,60.0,,
356,e99eb7d131,2.0,7f65198ef6,4.0,100.0,,
357,0b3421cc2f,2.0,7f65198ef6,4.0,100.0,,
358,35423b4117,2.0,7f65198ef6,4.0,100.0,,
359,f4c23d4035,2.0,7f65198ef6,4.0,100.0,,
360,5010d6c51c,2.0,7f65198ef6,4.0,100.0,,
361,e892998fc4,2.0,7f65198ef6,4.0,100.0,,
362,0e064f7cc3,2.0,7f65198ef6,4.0,100.0,,
363,9c0e817703,2.0,7f65198ef6,4.0,100.0,,
364,9f38bd9ae8,2.0,7f65198ef6,4.0,100.0,,
365,33c08166b4,2.0,7f65198ef6,4.0,100.0,,
366,46f8133b9f,2.0,7f65198ef6,4.0,100.0,,
367,ee907b6622,2.0,7f65198ef6,4.0,100.0,,
368,a929b13ba3,2.0,0b0f75e8d5,3.0,90.0,,
369,0c8653db6f,2.0,0b0f75e8d5,3.0,60.0,,
370,7b2c610aac,2.0,0b0f75e8d5,3.0,60.0,,
371,d309cdd402,2.0,f06dc6b9bf,3.0,60.0,,
372,06a9c19d19,2.0,906d0caa60,3.0,70.0,,
373,72e2f5a917,2.0,906d0caa60,3.0,70.0,,
374,0c3c4e14a3,2.0,3e342224f0,3.0,100.0,,
375,9400341a22,2.0,3e342224f0,3.0,100.0,,
376,d85322ebcd,2.0,0b0f75e8d5,4.0,100.0,,
377,ee74be087d,2.0,f8cc930692,3.0,100.0,,
378,9addf5c3ca,2.0,64c600d7c7,3.0,60.0,,
379,7e36d28066,2.0,9d3465eacc,3.0,100.0,,
380,60cbc9320b,2.0,9d3465eacc,3.0,100.0,,
381,cdb0cb3e4d,2.0,9d3465eacc,3.0,100.0,,
382,275bdcd1ad,2.0,fd68e214e8,3.0,100.0,,
383,274b538b26,2.0,47d302e4ee,4.0,60.0,,
384,d2f59ebec6,2.0,3daeabd2ce,2.0,30.0,,
385,bab50be218,2.0,5008f1aa58,-,-,,
386,d67a36e238,2.0,0b0f75e8d5,4.0,100.0,,
387,b9f08a2a2a,1.0,99d41501ff,3.0,60.0,,
388,a945d1ac4a,1.0,552d09b59c,4.0,100.0,,
389,81a9d97548,2.0,bd97f9a5fa,4.0,100.0,,
390,0ddaaf0e22,2.0,d7e05865dc,-,-,,
391,8137017cc6,2.0,7d352273e4,3.0,40.0,,
392,a81fa1e594,2.0,03c0f165ce,4.0,100.0,,
393,bd1c9fd7f4,2.0,fbee78d4ae,1.0,100.0,,
394,adab65e0fd,2.0,ddb787aeb9,3.0,100.0,,
395,ef2a89248f,2.0,4f4f971297,2.0,70.0,,
396,eabc9c2fd9,2.0,e686890dbc,2.0,60.0,,
397,8f6e0e26f0,2.0,db069eacf6,-,-,,
398,e309888e3b,2.0,da6aff76f9,3.0,60.0,,
399,8ba371f129,2.0,882aa1c303,3.0,60.0,,
400,369eb7dbd3,1.0,906d0caa60,1.0,60.0,,
401,4d380cf119,1.0,7cc01be867,3.0,60.0,,
402,864ebf9cd2,1.0,1976359719,3.0,60.0,,
403,ff83aa8a54,2.0,d4def0b78d,4.0,100.0,,
404,1a1132be2c,2.0,7d352273e4,-,-,,
405,b3771fd2e0,2.0,1475e7bbea,3.0,100.0,,
406,0fb0ade7c3,2.0,9b0d3a5fc6,1.0,-,,
407,e4bfb94af7,2.0,43999af013,3.0,100.0,,
408,1c79a55b5a,2.0,67ec191dd5,-,100.0,,
409,fefb33ab03,2.0,041ab87cac,2.0,-,,
410,dba41df9d5,1.0,7fcb433bba,-,-,,
411,83631578ac,2.0,64c600d7c7,3.0,70.0,,
412,d305b376e4,2.0,86e88c2b26,3.0,100.0,,
413,07b4f29210,2.0,8e205439fb,-,-,,
414,cd94856986,2.0,7fcb433bba,3.0,100.0,,
415,02b9c79d68,2.0,5dd406aacc,2.0,60.0,,
416,179cb54d5b,2.0,5934e3362b,4.0,100.0,,
417,fef57b2552,2.0,5008f1aa58,-,-,,
418,0e1061c658,2.0,1c4c8dc2e7,3.0,100.0,,
419,7e4cb4952a,1.0,5ab8ea8556,2.0,80.0,,
420,220d3a1415,2.0,7b90c9e338,3.0,60.0,,
421,2d06404fa8,2.0,0def762aeb,4.0,60.0,,
422,3190c5bc6c,2.0,4f65703579,3.0,100.0,,
423,b27d8446c2,2.0,39cdd8738f,4.0,100.0,,
424,44a82b170c,2.0,7f65198ef6,4.0,100.0,,
425,180898c186,2.0,7f65198ef6,4.0,100.0,,
426,246e6ef6fe,2.0,7f65198ef6,4.0,100.0,,
427,c3452031e9,2.0,7f65198ef6,4.0,100.0,,
428,7f731d81e0,2.0,7f65198ef6,4.0,100.0,,
429,c62716c505,2.0,7f65198ef6,4.0,100.0,,
430,e2dcb29362,2.0,7f65198ef6,4.0,100.0,,
431,206620dd3d,2.0,7f65198ef6,4.0,100.0,,
432,852aad1f83,2.0,7f65198ef6,4.0,100.0,,
433,eab60f4de7,2.0,351277f074,3.0,100.0,,
434,923dd98984,2.0,e0b3391b44,4.0,100.0,,
435,a3d5be01b0,2.0,4f65703579,4.0,100.0,,
436,d90c5cab0a,2.0,4f65703579,3.0,100.0,,
437,a03a2f5542,2.0,4f65703579,4.0,100.0,,
438,5f1c1607d7,2.0,651986e97b,3.0,100.0,,
439,ac0d12a919,2.0,4efb032b5a,3.0,60.0,,
440,1c198ba480,2.0,4efb032b5a,3.0,60.0,,
441,c427b0ef4a,2.0,4efb032b5a,3.0,60.0,,
442,2d87759a8e,2.0,345736eb92,-,-,,
443,0e0e8d8fb4,2.0,345736eb92,-,-,,
444,aedfdd0c11,2.0,4efb032b5a,2.0,70.0,,
445,3c953b3822,2.0,5ab8ea8556,2.0,70.0,,
446,8ad5789d74,1.0,849303948f,3.0,80.0,,
447,5f7dce4e3e,1.0,624d4750c3,4.0,100.0,,
448,19749d47c6,2.0,3daeabd2ce,2.0,30.0,,
