,user_ID,user_level,first_order_month,plus,gender,age,marital_status,education,city_level,purchase_power
118,00191b834f,2,2012-10,0,F,26-35,M,3,2,2
119,001930c54e,3,2013-08,0,M,16-25,S,3,2,2
120,001943dc94,4,2012-07,1,F,26-35,S,4,4,2
121,00198c49fd,4,2008-06,1,F,36-45,M,4,1,3
122,00198c6213,1,2018-03,0,F,46-55,S,-1,2,2
123,0019a99c33,2,2016-07,0,F,16-25,U,-1,2,-1
124,0019f28911,4,2013-11,0,F,>=56,S,3,3,2
125,0019fddd67,4,2012-07,1,M,46-55,M,4,2,2
126,001a59814c,2,2018-03,0,M,26-35,U,-1,2,-1
127,001a85e763,2,2016-11,0,M,36-45,M,2,2,-1
128,001acb417b,4,2014-01,1,M,36-45,M,3,1,2
129,001b02e45d,4,2012-02,0,M,26-35,M,4,3,2
130,001b9146ef,1,2017-09,0,F,46-55,S,-1,-1,3
131,001ba43312,1,2015-10,0,F,36-45,M,3,4,3
132,001baafe62,3,2017-10,1,F,36-45,M,3,2,2
133,001bf5949a,2,2017-10,0,F,36-45,M,2,4,1
134,001bf73d64,1,2018-03,0,M,16-25,U,-1,3,-1
135,001c131dfe,4,2014-03,0,F,26-35,S,3,2,2
136,001c73cd9c,1,2016-11,0,F,26-35,S,2,4,2
137,001c9c4ee4,4,2010-06,1,M,46-55,M,4,1,2
138,001cad614f,4,2011-11,0,F,26-35,M,3,3,3
139,001d0ced84,1,2017-01,0,F,26-35,M,3,4,2
140,001d1fc2e4,1,2017-03,0,F,26-35,S,3,3,3
141,001d2b6fcf,4,2012-01,0,F,26-35,M,4,4,2
142,001d30ae36,3,2014-09,0,F,26-35,M,3,2,3
143,001d49e770,2,2013-04,0,F,26-35,S,3,3,2
144,001d71c948,4,2018-03,0,F,26-35,M,1,3,2
145,001d7fbab1,4,2016-07,0,F,36-45,S,3,2,2
146,001e468357,2,2015-08,0,F,36-45,M,3,-1,3
147,001ec88c1f,2,2013-12,0,F,36-45,S,2,4,3
148,001ee06c93,1,2018-03,0,F,16-25,M,3,2,3
149,001ef60ba9,2,2016-11,0,M,26-35,S,2,1,3
150,001f147b2b,1,2017-12,0,F,16-25,S,2,2,2
151,001f3c0f72,3,2010-10,0,F,36-45,S,3,2,2
152,001f41c44c,1,2018-01,0,F,26-35,S,-1,4,3
153,001f6e4130,3,2016-01,0,M,26-35,S,3,-1,2
154,001f820a88,2,2015-04,0,F,26-35,M,3,-1,2
155,001fa08258,3,2012-07,0,F,26-35,M,3,2,2
156,001fa17aaf,2,2016-09,0,F,46-55,S,1,-1,2
157,001fe02e26,4,2015-01,1,M,36-45,M,4,2,2
158,001ff03bdf,2,2015-01,0,M,36-45,M,3,4,-1
159,002026c404,3,2016-06,0,F,36-45,M,3,4,2
160,00205dfd7a,3,2014-02,0,M,26-35,S,2,-1,2
161,002069bfa8,2,2015-05,0,F,26-35,S,3,3,3
162,002072e6f1,1,2018-03,0,F,36-45,M,2,3,3
163,00207b5b24,3,2016-10,0,M,36-45,M,3,1,3
164,0020a4f5f0,3,2017-07,0,M,26-35,M,3,1,3
165,0020bc07df,1,2017-12,0,F,16-25,M,2,5,3
166,00210646cd,2,2016-12,0,M,26-35,M,3,4,3
167,00213f80bf,2,2017-10,0,F,16-25,S,3,2,2
168,00216d2b4d,4,2012-12,1,F,36-45,M,4,1,2
169,002195ba01,3,2012-10,1,M,26-35,S,3,1,2
170,002196a237,2,2015-06,0,F,>=56,S,3,3,3
171,00219b1c50,2,2017-01,0,F,26-35,S,3,1,3
172,0021a371a1,4,2012-07,1,F,36-45,M,4,1,2
173,0022080047,2,2011-11,0,F,>=56,M,3,4,2
174,002247a99c,2,2017-10,0,F,26-35,S,3,4,2
175,002265cbd8,2,2016-06,0,F,36-45,S,2,-1,2
176,00226b21df,2,2016-11,0,F,26-35,S,2,4,3
177,002285c6b2,1,2017-07,0,F,16-25,S,2,3,2
178,00228f3efd,1,2013-01,0,F,16-25,U,-1,3,-1
179,00233d8ed9,2,2017-09,0,F,26-35,M,3,2,2
180,0023b389fb,3,2011-05,0,M,26-35,M,3,3,2
181,0023d3b068,4,2010-06,1,F,26-35,S,4,4,2
182,0023dc5716,2,2012-02,1,F,26-35,M,3,2,2
183,0024062435,4,2013-07,1,F,36-45,M,3,1,2
184,002414b583,3,2013-01,0,F,36-45,M,3,1,3
185,00243e1d7d,2,2016-06,0,F,26-35,M,3,3,3
186,00249f862a,1,2017-11,0,F,26-35,U,-1,3,-1
187,0024a3ccc4,1,2018-03,0,F,16-25,M,-1,1,3
188,0024cb990c,4,2011-07,0,F,26-35,M,4,2,2
189,0024dc0c6b,3,2016-04,0,F,26-35,S,3,2,1
190,002558ee0b,2,2016-08,0,F,26-35,S,2,2,3
191,0025692d2e,1,2017-01,0,F,16-25,S,2,2,4
192,0025aceb96,3,2014-01,0,M,26-35,M,3,2,2
193,0025bfddc0,1,2018-03,0,M,16-25,S,-1,2,4
194,0025c252c1,1,2017-06,0,F,>=56,M,2,1,2
195,0025ed0ee3,2,2018-03,0,M,>=56,M,2,4,2
196,002605d031,4,2012-10,1,M,36-45,M,3,1,2
197,0026071f70,2,2017-10,0,M,16-25,S,3,2,3
198,00269146f2,1,2018-03,0,F,16-25,U,-1,2,-1
199,0026a0f08c,1,2017-07,0,F,16-25,U,-1,3,-1
200,0026b6ddda,4,2014-01,0,M,16-25,S,3,1,2
201,0027017679,1,2016-04,0,M,26-35,M,3,1,2
202,00271bb3db,3,2013-05,0,M,26-35,S,3,4,2
203,00271f735e,2,2014-12,0,F,16-25,S,3,4,2
204,00272aa714,1,2017-08,0,F,26-35,M,3,4,2
205,0027360864,2,2015-05,0,F,26-35,M,2,3,2
206,00276896ab,2,2016-06,0,F,26-35,S,2,4,3
207,0027d55462,2,2012-07,1,M,26-35,M,3,2,2
208,002818ddf9,4,2011-12,1,F,36-45,M,4,1,2
209,00282f92d2,3,2015-07,0,F,16-25,S,1,3,2
210,002845d1a1,3,2015-12,1,F,26-35,S,3,2,2
211,0028679613,4,2012-05,0,M,26-35,S,3,2,2
212,00287488a5,3,2016-12,0,F,26-35,S,2,1,2
213,0028856e39,4,2012-11,1,F,26-35,S,4,2,2
214,0028a92d9a,3,2014-03,0,F,>=56,M,3,1,2
215,0028b1d696,2,2016-03,0,F,26-35,S,3,2,2
216,0028b4f931,2,2015-05,0,F,26-35,S,3,4,2
217,0029122f8c,3,2016-07,0,F,16-25,M,3,2,2
218,0029141c5a,3,2013-08,0,F,26-35,S,3,3,2
219,0029455d4c,3,2011-10,0,F,26-35,S,4,2,2
220,0029557e80,1,2016-07,0,F,16-25,S,3,4,2
221,002982cc64,1,2018-03,0,M,16-25,U,-1,1,-1
222,0029b291fd,2,2014-04,0,F,26-35,M,3,-1,2
223,0029bcf337,2,2015-10,0,M,16-25,S,2,-1,2
224,0029cee441,4,2017-03,0,F,26-35,M,1,4,2
225,0029e0bb48,3,2012-10,0,F,26-35,S,3,1,2
226,002a2df768,2,2015-12,0,F,46-55,S,2,3,3
227,002a7ec9dd,4,2013-09,1,M,16-25,M,4,1,2
228,002aa02b20,1,2018-03,0,F,16-25,U,-1,4,-1
229,002af9973f,1,2017-11,0,F,36-45,S,-1,2,4
230,002b0cefb5,1,2018-03,0,F,16-25,S,3,3,2
231,002b77338e,2,2017-05,1,F,26-35,M,3,3,2
232,002b787739,3,2013-06,0,M,26-35,S,3,2,3
233,002b796512,1,2017-12,0,F,16-25,S,3,-1,3
234,002b9b053b,1,2017-12,0,F,16-25,U,-1,2,-1
235,002bd14105,2,2014-03,0,F,36-45,M,3,2,3
236,002c086940,4,2015-05,0,F,26-35,M,4,2,2
237,002c77bd70,1,2015-04,1,F,26-35,S,3,3,3
238,002c7af00c,2,2017-03,0,F,16-25,S,2,2,3
239,002ca11eb9,1,2017-12,0,F,16-25,S,3,1,2
240,002ce2d9e5,4,2017-04,0,F,>=56,M,4,3,2
241,002ce343a0,1,2015-08,0,M,16-25,U,2,3,-1
242,002d69f19b,4,2012-05,0,F,36-45,S,3,2,2
243,002da5a576,2,2017-04,0,F,16-25,S,2,1,2
244,002dc5bb08,1,2017-12,0,F,26-35,M,3,5,3
245,002e0621a1,4,2018-02,1,M,16-25,M,3,3,2
246,002e3af07d,1,2017-11,0,F,16-25,U,-1,3,-1
247,002e411b56,2,2016-10,0,F,26-35,M,2,3,3
248,002e784db4,1,2018-03,0,F,46-55,U,-1,1,-1
249,002e8d1ad4,4,2009-04,1,M,>=56,M,3,2,2
250,002ecca079,3,2016-08,0,F,36-45,M,3,2,-1
251,002f019ec1,4,2015-02,1,M,16-25,S,3,2,2
252,002f33bfbd,2,2017-05,0,M,46-55,S,2,-1,2
253,002f39b111,1,2018-03,0,F,16-25,U,-1,2,-1
254,002f66efb2,3,2013-06,0,F,36-45,M,3,1,2
255,002f6ef90f,3,2014-10,0,F,26-35,S,3,4,2
256,002f81f7ac,4,2012-05,1,M,26-35,M,4,5,2
257,002fe7933e,2,2014-10,0,F,26-35,S,3,2,3
258,0030053909,2,2015-09,0,F,26-35,S,3,1,2
259,00303221a5,4,2008-11,0,F,>=56,M,4,2,2
260,0030557707,2,2017-02,0,M,36-45,M,3,3,2
261,00306c32b6,3,2017-04,1,F,26-35,S,3,-1,2
262,003071488f,1,2017-07,0,F,26-35,M,2,2,3
263,00307ce297,4,2013-12,1,F,36-45,M,3,1,2
264,00308bc36f,4,2014-02,1,M,36-45,M,3,3,2
265,0030abf04a,3,2012-07,1,M,26-35,M,3,2,2
266,0030c6ae2f,1,2018-03,0,F,46-55,U,-1,3,-1
267,0030d1bae6,4,2008-01,1,F,>=56,M,4,1,1
268,003110a320,2,2012-10,0,F,26-35,S,3,1,2
269,00311da89e,3,2014-02,0,F,36-45,M,3,3,2
270,0031ae9ab4,2,2017-06,0,F,16-25,S,2,4,3
271,0031c99dc5,2,2016-05,0,M,46-55,M,3,2,3
272,0031e9f5cf,3,2016-09,0,F,26-35,U,3,-1,-1
273,003291be1b,1,2018-02,0,F,16-25,S,-1,2,4
274,0032b2c859,2,2016-02,0,F,36-45,S,3,1,3
275,0033015901,3,2013-11,0,F,26-35,S,3,4,2
276,003302e860,4,2013-05,1,M,26-35,M,3,3,2
277,00334be46b,3,2016-01,0,F,26-35,S,3,2,2
278,0033555045,3,2014-04,0,M,16-25,M,3,2,3
279,0033664360,3,2017-12,0,F,26-35,S,2,2,2
280,00339658d3,3,2015-11,1,F,26-35,S,3,2,2
281,00339db79e,3,2012-03,0,F,36-45,M,3,3,2
282,00339f8571,2,2016-08,0,F,16-25,M,3,3,2
283,0033c32a74,3,2015-08,0,F,26-35,S,2,2,2
284,0034319278,4,2014-05,1,F,26-35,M,3,2,3
285,00344f06d1,1,2013-09,1,F,26-35,U,-1,2,-1
286,00345e5bde,3,2011-08,0,F,36-45,M,3,1,2
287,003466ff90,4,2012-04,1,M,26-35,S,4,1,2
288,00347d0491,2,2013-11,0,F,26-35,S,3,2,2
289,00348dac5f,2,2017-11,0,F,36-45,M,2,3,1
290,0034eede26,2,2016-09,0,M,16-25,S,3,2,2
291,0034f46843,2,2014-05,0,F,46-55,M,1,4,2
292,00351319a5,1,2017-02,0,F,16-25,S,3,1,2
293,0035383641,2,2017-08,0,F,16-25,S,3,2,3
294,00354b54fb,2,2017-11,1,F,16-25,M,3,2,3
295,003552fd65,1,2017-03,0,F,16-25,U,-1,-1,-1
296,00356413ab,3,2014-06,0,M,36-45,S,3,2,2
297,003571156d,2,2017-11,0,F,26-35,M,2,4,3
298,0035b0a6e4,2,2015-09,0,F,36-45,M,3,2,3
299,0035e1e3b3,1,2016-10,0,F,16-25,M,2,3,2
300,0036098d3a,2,2017-01,0,F,16-25,S,3,2,2
301,00364090c9,1,2017-11,0,F,16-25,S,2,1,3
302,003640945c,3,2013-09,0,F,36-45,S,3,1,2
303,0036410061,1,2018-02,0,F,26-35,U,-1,3,-1
304,00366a182f,1,2015-11,0,M,26-35,S,2,2,2
305,00367e6896,2,2018-03,0,F,26-35,M,2,2,2
306,0036ba17bf,3,2016-06,1,M,16-25,S,2,2,2
307,0037004064,1,2016-10,0,F,16-25,S,2,-1,2
308,00370fe7b9,2,2017-08,0,M,46-55,S,-1,3,2
309,0037681611,4,2011-10,1,F,26-35,M,4,2,2
310,00376a2f6b,2,2014-08,0,F,26-35,S,2,2,3
311,00378c6cae,3,2010-07,0,M,36-45,M,3,4,2
312,0037a28213,4,2013-07,1,M,36-45,M,3,1,2
313,0037a87a76,2,2016-09,0,M,26-35,S,3,2,2
314,00380c08a2,1,2017-11,0,F,16-25,S,3,1,2
315,003844f1aa,4,2015-04,1,M,26-35,S,4,2,2
316,0038a5224c,2,2018-01,0,F,26-35,U,-1,2,-1
317,0038a7d2aa,2,2017-10,0,F,26-35,S,2,2,2
318,0038a9097d,3,2014-08,0,F,26-35,M,3,2,2
319,0038aae3fb,3,2013-12,0,F,26-35,S,3,1,2
320,0038b1a82b,3,2015-03,1,F,26-35,M,3,2,2
321,00393d5cef,2,2015-01,0,F,16-25,S,3,1,1
322,00395f3805,4,2015-01,1,F,26-35,M,4,2,2
323,0039aa2c29,1,2017-12,0,F,16-25,S,2,2,3
324,0039e8cf02,2,2018-01,0,F,26-35,M,3,4,2
325,003a2731db,2,2014-11,0,F,26-35,S,2,4,2
326,003a40f848,3,2016-01,1,F,36-45,M,3,1,2
327,003a8f1406,3,2015-06,1,M,16-25,S,4,3,3
328,003aab41a4,3,2013-12,1,M,26-35,M,2,2,2
329,003aaf2b0c,3,2011-10,0,F,26-35,M,3,2,2
330,003ab9a13d,3,2015-06,0,M,46-55,M,3,1,2
331,003adad411,2,2017-04,0,F,16-25,S,3,4,3
332,003b08da87,3,2017-12,0,F,26-35,M,3,3,3
333,003b125039,3,2011-10,0,M,36-45,M,3,1,3
334,003b42d7b7,1,2018-03,0,M,16-25,U,-1,2,-1
335,003b4a305b,1,2018-01,0,F,>=56,S,-1,4,4
336,003b7fec7a,4,2011-12,1,F,26-35,M,4,1,2
337,003bd5315a,4,2013-06,1,M,26-35,M,3,3,2
338,003be3d771,2,2014-07,0,F,46-55,M,3,1,3
339,003c4dbc79,2,2010-11,0,M,>=56,M,4,2,2
340,003c5e4aa0,2,2018-01,0,F,26-35,S,3,3,2
341,003c6f48ad,1,2018-03,0,F,26-35,S,3,1,3
342,003c860324,4,2010-12,1,M,36-45,M,4,2,2
343,003c9cf285,1,2016-09,0,F,16-25,S,3,4,3
344,003cb6bdbe,3,2017-03,1,M,36-45,M,3,-1,2
345,003ce11973,3,2014-01,0,F,26-35,S,3,2,3
346,003ce78bd4,4,2013-02,1,F,46-55,S,4,1,2
347,003d0ae14a,3,2017-06,0,M,26-35,U,-1,1,-1
348,003d0d924f,2,2017-11,1,F,26-35,M,3,2,3
349,003dd0fa2c,1,2018-01,0,F,26-35,S,2,4,2
350,003de08e0f,4,2018-01,1,M,36-45,M,3,2,1
351,003de8255b,4,2012-02,1,M,26-35,S,2,2,2
352,003deb95a1,2,2017-08,0,F,26-35,S,3,2,2
353,003e65bf58,2,2016-08,0,F,16-25,S,3,1,2
354,003ec7779d,2,2015-11,0,F,46-55,S,3,1,3
355,003f300d15,2,2017-05,0,F,36-45,M,-1,1,3
356,003f46c8d2,4,2010-11,0,F,36-45,M,4,1,2
357,003f542dab,4,2014-01,1,M,26-35,S,3,2,1
358,003f55589b,4,2012-09,1,F,26-35,M,4,2,2
359,003f943b87,4,2011-09,0,F,46-55,S,4,2,2
360,003fc3816a,3,2012-02,0,F,26-35,M,3,1,2
361,003fcd91e9,2,2017-06,0,F,26-35,M,2,-1,2
362,0040134b57,1,2017-04,0,F,26-35,M,3,-1,2
363,0040d2c25b,1,2016-12,0,F,16-25,S,3,3,3
364,0040d6cacd,3,2017-02,0,M,26-35,U,-1,4,-1
365,0040e28b24,4,2012-10,0,F,26-35,S,3,1,2
366,0040e34389,1,2018-03,0,F,36-45,U,-1,2,-1
367,0040f0cae3,4,2011-12,1,M,36-45,M,4,2,2
368,004116965d,3,2014-10,1,F,26-35,M,3,2,2
369,00413cfe48,2,2015-12,0,F,16-25,S,3,2,3
370,0041514ac5,2,2016-11,0,F,16-25,S,3,1,2
371,00419af2ec,2,2015-09,0,F,16-25,S,3,4,2
372,0041a9f756,1,2018-01,0,F,36-45,M,3,4,2
373,0041c7bbde,2,2014-06,0,F,26-35,S,3,3,3
374,004237391f,4,2011-11,1,M,26-35,M,4,3,2
375,0042a5e62e,3,2014-03,0,F,26-35,M,3,3,2
376,0042c9bfcc,4,2013-12,0,F,26-35,M,2,2,2
377,00435712c4,3,2016-02,1,F,26-35,S,3,4,2
378,004381de93,2,2016-09,1,F,16-25,S,3,3,2
379,0043a812af,1,2018-03,0,F,36-45,U,-1,2,-1
380,0043c2ff84,4,2014-02,0,M,26-35,M,3,4,1
381,0043c74d30,1,2017-12,0,F,>=56,U,-1,1,-1
382,0043d44af8,3,2017-07,0,F,46-55,S,2,1,2
383,0043eb4f9e,4,2011-01,0,M,26-35,S,3,1,3
384,0043f6ef91,4,2014-01,1,M,36-45,M,4,1,2
385,0043fbdc33,3,2016-09,0,F,26-35,S,3,4,2
386,004424ba56,2,2017-02,0,F,26-35,M,-1,2,2
387,0044796a69,4,2011-12,1,F,26-35,S,4,3,2
388,0044a61487,3,2010-08,0,F,36-45,S,4,2,2
389,0044d30e8c,4,2015-01,1,M,16-25,S,4,2,2
390,004503dd2d,1,2016-01,0,M,36-45,M,2,4,2
391,0045433b22,3,2014-08,1,M,26-35,M,3,4,3
392,0045863f36,4,2011-07,1,M,46-55,M,4,2,2
393,00458dd236,3,2015-04,0,F,26-35,M,2,2,2
394,004608eff1,1,2013-03,0,M,16-25,U,2,2,-1
395,00462d63d5,3,2015-10,0,M,26-35,S,2,4,4
396,00470332db,2,2017-11,0,F,26-35,M,3,-1,2
397,00471f0e6d,2,2016-12,0,F,16-25,S,1,2,2
398,00472fe69b,3,2013-12,0,F,26-35,M,3,2,3
399,0047c22045,2,2015-03,0,F,26-35,S,3,1,2
400,0047cdedd2,4,2011-10,1,M,36-45,S,3,4,2
401,0047e7670b,3,2015-08,0,F,26-35,M,4,1,2
402,0047f771fb,1,2018-03,0,F,16-25,U,-1,2,-1
403,004815f461,1,2017-08,0,F,36-45,S,2,2,3
404,0048365250,4,2012-08,0,F,26-35,M,4,2,2
405,0048bba1d1,1,2018-02,0,F,46-55,S,3,3,2
406,0048c918e8,1,2018-03,0,F,16-25,S,3,1,3
407,0048ea79ef,1,2017-07,0,M,26-35,S,3,2,2
408,004910c07b,1,2017-11,0,F,26-35,S,-1,4,4
409,00492e8403,1,2017-10,0,F,16-25,S,3,2,3
410,0049815833,3,2016-10,0,F,26-35,S,3,2,3
411,004a1ef592,1,2017-06,0,F,26-35,S,2,3,3
412,004a698dc3,4,2009-12,0,M,36-45,M,3,1,2
413,004a7b6a9d,2,2014-05,0,F,16-25,S,2,1,2
414,004a8f2467,4,2010-10,1,M,36-45,M,4,1,2
415,004ac610a4,2,2018-01,0,F,16-25,S,3,4,2
416,004b2cefec,2,2013-12,0,F,36-45,M,3,2,3
417,004b61e83e,3,2010-03,0,F,36-45,M,3,2,2
418,004bab7e86,1,2018-03,0,M,26-35,U,-1,1,-1
419,004bdddc80,4,2016-03,1,M,16-25,M,3,2,2
420,004be6c655,2,2016-09,0,F,26-35,M,2,2,-1
421,004bed9174,4,2012-10,0,M,36-45,M,4,2,2
422,004bfa9b14,2,2014-06,0,M,26-35,M,3,3,3
423,004c132a3f,3,2014-07,0,F,16-25,S,3,2,2
424,004c310c50,1,2017-10,0,F,16-25,S,3,2,2
425,004c72cb14,4,2011-06,0,F,36-45,M,4,1,2
426,004d2c4090,1,2018-03,0,F,46-55,U,-1,4,-1
427,004d303349,2,2017-11,0,M,16-25,S,2,-1,3
428,004d73c977,2,2016-04,0,M,36-45,M,1,-1,2
429,004d77cfab,1,2018-03,0,F,16-25,U,-1,2,-1
430,004d88db13,4,2011-12,1,M,26-35,M,3,1,2
431,004dd9def2,2,2016-07,1,F,16-25,M,2,3,2
432,004de3f188,3,2017-06,0,F,>=56,M,3,1,2
